"post_id","stock_code","stock_name","title","author","publish_time","reads","comments"
"391296304","002055","ST得润","$ST得润(SZ002055)$ 得润校招介绍","股市杂记","2026-05-27 10:07:29","7613","1"
"391304891","002055","ST得润","$ST得润(SZ002055)$今天下午最后半小时明显有大资金出逃了，看来得润得调整一两周了","有无低估市场说的算","2026-05-27 11:03:25","7963","0"
"391308630","002055","ST得润","$ST得润(SZ002055)$ 挺无语的，昨天全是吹票的，今天全是唱空发泄的，哪有一直涨的票啊！坚定持有不行吗，时间换空间","铁血尖兵小博","2026-05-27 11:28:01","9871","1"
"391308644","002055","ST得润","$ST得润(SZ002055)$ 下午收盘后龙虎榜的，怎么现在没了？","山古之人","2026-05-27 11:28:09","11907","6"
"391311477","002055","ST得润","$ST得润(SZ002055)$ 没有龙虎就没有呗！我在唱多的前一天散户基本绝望，第二天开启波段。看好就留不看好就走，越是流动性好才越能救它。特别是那个上蹿下跳的你要让股票动起来","简朴的金条小风车屋","2026-05-27 11:47:28","8425","0"
"391314602","002055","ST得润","$ST得润(SZ002055)$ 今天知道是压力位大概率破板，开板就卖了，盘中看了下，无量拉升，放量下跌，我估计这段时间又要在磨了，磨够了我会在回来的，兄弟们","股市挥金如土ii","2026-05-27 12:05:47","7484","0"
"391318639","002055","ST得润","$ST得润(SZ002055)$ 今天放巨量，天量现天价，短线调整难免，但长远我还是看好的。","修心谨言wy","2026-05-27 12:32:00","8334","0"
"391322457","002055","ST得润","$ST得润(SZ002055)$ 一群韭菜又在胡咧咧，明天哥来救你们","浴场悟道","2026-05-27 12:57:05","11994","1"
"391327027","002055","ST得润","$ST得润(SZ002055)$ 债务问题也不知道什么时候妥善解决？","韭菜想炒股致富","2026-05-27 13:25:06","14133","0"
"391327255","002055","ST得润","1.24年大部分的股票到现在为止起步是翻倍；2.$ST得润(SZ002055)$ 还在24年的高点以下徘徊；3.但是从基本面来看，得润的26年属于凤凰涅槃，那就是岛形反转，所以未来的起步是9元，然后初步看到20元。","黑马挖掘机2024","2026-05-27 13:26:33","46090","10"
"391330582","002055","ST得润","中国有句古话叫，匹夫无罪，怀璧其罪。普通人本身没罪，只因怀里藏着美玉，就招来杀身之祸。现在的ST得润，像不像那个怀有美玉的人？我想概率还是比较大的，毕竟在连接器这个领域，能够作为英特尔供应商的，中国仅此一家，全球不过四家。如果不是赶上AI科技革命，St德润大概率只是一个普普通通的企业，现在大家都知道他有一张通往AI高速列车的王牌，关键是还很便宜，估值仅40亿。这个估值具体怎么样，不好估计，但若参考华丰科技，鼎通电子，一眼就能定胖瘦。现在的问题是，有多少人会盯上这块肥肉？本地ZF，本领域的玩家，产业资本，游资等等。现在ST得润的股权高度分散，需要一个洗牌和博弈的过程，这个时间可能不会太久。短期博弈难度非常大，长期视角看，可能并不难。$ST得润(SZ002055)$ $华丰科技(SH688629)$","十年财务自由之路","2026-05-27 13:39:46","43546","6"
"391334981","002055","ST得润","ST得润今日大跌，我看股友们又焦虑了，大可不必。不过是短线资金借澄清公告出逃，有买有卖很正常，不要在k线中迷失了。云在青天水在瓶，涨跌顺其自然，手中有股心中无股，静待时间验证。$ST得润(SZ002055)$","敲猪老王","2026-05-27 14:00:14","17749","8"
"391341758","002055","ST得润","$ST得润(SZ002055)$ 这只股的散户总是喜欢把它类比成st京蓝、st铖昌，我不知道谁给了你们自信这样类比的，这能比吗？那两只st卡的都是核心站位，得润一个电子厂高速连接器他卡的住这个位置吗？炒股最忌讳的就是盲目无脑，不带逻辑去分析，全靠主观臆想。还有那个谁谁说的，资产这么好，深圳市肯定不会让他破产退市，会下场接盘，这真的就纯是主观想法，截止目前，你看深圳市国资有出厂过吗？能不能根据逻辑分析？是没脑子吗？还有市场稍微波动，就让你们从速胜变成速败，有这些想法的都是投降分子，这只股绝对不会按照你们的想法去涨，要不就静下心来好好盘一下这个股的逻辑，要不就赶紧获利了结走人。带着情绪炒股，韭菜们，有拿过翻倍股吗？","临渊静观","2026-05-27 14:37:28","19933","11"
"391345287","002055","ST得润","$ST得润(SZ002055)$ 今天进了点得润，不要让我失望。 瑞和已经让我失望一回，还好跑的早要不然就被埋了。 得润按理说CPU连接器 内存连接器 尤其是服务器上的是会爆发的，就跟Intel爆发一样，但是昨天公告说，服务器占比很小不到1%，这个有点表述实在是让人感觉是在故意压价，难道除了连接器要爆，还有别的事情要发生，要不然一个简单的异常波动公告，值得你大费周折写这么多文字吗？ 这么尽职尽责？原文“目前公司的高速传输连接器产品主要应用于计算机及外围设备领域，在服务器等新兴领域的应用尚在拓展当中，服务器等新兴领域的业务营收占公司整体营收占比极低，不到 1%，预估短期内对公司整体经营业绩贡献有限，未来订单获取及业务发展存在不确定性。”我们知道，哪家公司都想让自己往新兴领域靠，这竟然还有主动撇清关系的？ 还有数据量化不到1%！ 你可真是煞费苦心啊！我们知道Intel爆发主要是AI服务器预期爆发，得润，我不相信你有这能力缺不想吃这块肉！","清淇一帆","2026-05-27 15:00:14","19521","3"
"391347879","002055","ST得润","$ST得润(SZ002055)$ 不懂就问，五月18号发生了什么开始连板？它的连接器也不是突然开始做的啊？？","明月许多愁","2026-05-27 15:18:55","9081","6"
"391373297","002055","ST得润","$ST得润(SZ002055)$ 关于得润的两个谣言，1 他是英特尔供应商，假。得润确实拿到了英特尔认证，但他并不可能直接供货给英特尔，他是联想这种整机厂或者华硕这种主板厂商的供应商。2 他是英伟达供应商，假。得润从未官方宣布过于英伟达合作，同第一点，得润的pci-e连接器可以插英伟达显卡，但并不代表他是英伟达的直接供货商。","大卫家的小橘子","2026-05-28 00:16:27","13978","6"
"391375309","002055","ST得润","$ST得润(SZ002055)$ 得润股份（002055，ST得润）与英特尔有合作/商业往来，与英伟达则无直接业务合作。30与英特尔（Intel）的关系• CPU Socket 等高速连接器产品已通过英特尔认证：这是公司精密连接器业务的核心竞争力之一。公司在投资者互动和业绩说明会中多次提及，CPU Socket 是其高速传输连接器重点产品，已获得英特尔认证，并据此拓展客户、扩大业务规模。认证直接促进了连接器业务的营收和毛利率提升（2025年精密连接器及组件营收约12.42亿元，毛利率36.91%）。41• 历史与间接合作：早期通过与泰科（Tyco）等合作，产品向下游Intel等半导体企业供货；也曾与英特尔旗下的Mobileye在ADAS/自动驾驶领域有协议合作（2016年左右）。• 当前状况：公司产品主要应用于计算机及外围设备领域，CPU Socket/DDR等产品与英特尔生态相关（可能通过一级供应商如联想、惠普等间接供货）。公司未公开具体供货金额或占比，但认证是明确的事实。与英伟达（Nvidia）的关系• 无直接业务合作：2026年5月26日，公司发布股票交易异常波动公告，明确经核查“截至目前，公司未与英伟达、华为开展业务合作”。新兴业务（服务器等算力相关）在公司整体营收中占比极低（不到1%），短期贡献有限。10• 市场上有传闻称公司是英伟达算力系统供应商，但公司多次在投资者问答中回避或要求以公开披露为准，最终以官方澄清否认直接合作。总结与注意事项• 得润股份主营电子连接器和精密组件（家电、电脑、通讯、汽车等），高速连接器（如CPU Socket、DDR5、PCIe）是近年重点，但服务器/AI高端应用仍处于拓展阶段。• 公司目前面临债务等问题（ST状态），业务以传统领域为主，高速连接器虽有英特尔认证加持，但整体新兴业务贡献小。• 以上基于公司官方公告和投资者记录，建议查阅最新年报/公告确认具体细节（市场传闻需理性甄别）。","韭菜想炒股致富","2026-05-28 00:34:30","12100","1"
"391376441","002055","ST得润","$ST得润(SZ002055)$ 的逻辑就是产业唯一选项！那么往下就是跌回到 6 元，浮亏 20%，往上就是 拿到明年摘帽以后 100-200 亿市值。有性价比的事情就值得越跌越买！网页链接目前市场所有 st 里面，既有行业贝塔（aipc、微型电脑、英特尔困境反转），又有个股阿尔法（意大利亏损资产已经剥离，后续一定会有白衣骑士来拿上市公司控制权），除了得润，还有谁呢？","黑马挖掘机2024","2026-05-28 00:42:43","29045","11"
"391377360","002055","ST得润","回复@山西小马骑牛: 财不入急门，我要持股到 27 年底，就不会被短期波动干扰，多看看$ST得润(SZ002055)$ 的月线！//@山西小马骑牛:回复@黑马挖掘机2024:关键是债务压力和大股东能不能快点更换！！！ 其他的都不怕！！","黑马挖掘机2024","2026-05-28 00:49:15","16391","0"
"391381774","002055","ST得润","$ST得润(SZ002055)$ 个人AI时代即将到来","尼古拉斯加仓冲","2026-05-28 01:14:08","6773","0"
"391382806","002055","ST得润","$ST得润(SZ002055)$ 开盘没被按死就是强。","st山顶资本","2026-05-28 01:18:19","5972","1"
"391384844","002055","ST得润","$ST得润(SZ002055)$ 有跌停加仓的不，让我膜拜下 我准备明天加仓的，看样没机会了。","老王要搞事","2026-05-28 01:25:55","6334","0"
"391386856","002055","ST得润","$ST得润(SZ002055)$ 打卡了兄弟们","蠢蠢的ft","2026-05-28 01:31:39","6733","0"
"391386963","002055","ST得润","$ST得润(SZ002055)$ 不讲武德，你让下车的人怎么办","垃圾堆里淘金豆豆","2026-05-28 01:31:53","7927","1"
"391387491","002055","ST得润","$ST得润(SZ002055)$ 这股邪门的狠，一般人拿不住。","ST彭于晏","2026-05-28 01:33:00","7396","0"
"391387714","002055","ST得润","$ST得润(SZ002055)$ 走出京蓝的趋势了","偏爱高买低卖","2026-05-28 01:33:29","6090","0"
"391388012","002055","ST得润","$ST得润(SZ002055)$ 下了一半，有点恐慌","我看行哦","2026-05-28 01:34:09","8894","0"
"391388490","002055","ST得润","$ST得润(SZ002055)$ 这是新老资金在PK吗","馒头大米饭","2026-05-28 01:35:10","6786","1"
"391388522","002055","ST得润","$ST得润(SZ002055)$ 真让我刻舟求剑对了？启动前的半坡加油","铁血尖兵小博","2026-05-28 01:35:13","10138","0"
"391389153","002055","ST得润","还是那句话，黑马老师只做马前炮！只做格局的投资者，不看短期波动！$ST得润(SZ002055)$","黑马挖掘机2024","2026-05-28 01:36:18","16686","4"
"391391487","002055","ST得润","$ST得润(SZ002055)$ 换手率和成交额还是遥遥领先","垃圾堆里淘金豆豆","2026-05-28 01:41:04","9363","1"
"391392180","002055","ST得润","$ST得润(SZ002055)$ 对战比较激烈","下班了kdl","2026-05-28 01:42:26","6411","0"
"391392393","002055","ST得润","$ST得润(SZ002055)$ 今天有没有可能复制昨天都走势","老王要搞事","2026-05-28 01:42:52","8186","6"
"391399117","002055","ST得润","$ST得润(SZ002055)$ 昨天天地板，今天要地天板，然后化龙？剧本写好了","垃圾堆里淘金豆豆","2026-05-28 01:55:42","9095","1"
"391404830","002055","ST得润","$ST得润(SZ002055)$ 👀开盘诱多手法好恶劣","勇者计划","2026-05-28 02:06:28","5392","0"
"391405080","002055","ST得润","$ST得润(SZ002055)$ 早上有股友说，超预期确认，加仓了。我说我没来得及，在观察，昨天10亿成交额，今天抛压那么大，拉升这么快真好吗。。卧槽，又杀猪","李解力","2026-05-28 02:06:58","46981","15"
"391405646","002055","ST得润","$ST得润(SZ002055)$ 等几天如果出现那个局面，我再来提那个匿名提问观点","墨尔本获总首席BF","2026-05-28 02:08:04","8265","3"
"391405908","002055","ST得润","$ST得润(SZ002055)$ 明显拉高出货，小心！","修心谨言wy","2026-05-28 02:08:33","5677","0"
"391406796","002055","ST得润","$ST得润(SZ002055)$ 再入6000股，没办法了，躺平了","垃圾堆里淘金豆豆","2026-05-28 02:10:12","8388","0"
"391408130","002055","ST得润","$ST得润(SZ002055)$ 这是什么玩法？套两次？","st山顶资本","2026-05-28 02:12:49","6252","0"
"391410610","002055","ST得润","$ST得润(SZ002055)$ 只能等macd走平了再看了","zfauir","2026-05-28 02:17:32","7461","0"
"391411935","002055","ST得润","$ST得润(SZ002055)$ 百亿得润，低位爆量是大好事，我是不相信就这点涨幅，这两天洗洗把不坚定的洗下车，后面缩量新高才能打开空间。","发财大夏","2026-05-28 02:20:08","7906","0"
"391411991","002055","ST得润","新开一个，产业资本运作st，类似去年的铖昌科技，今天正好给了深水机会$ST得润(SZ002055)$","trashfinder911","2026-05-28 02:20:12","13287","1"
"391412107","002055","ST得润","$ST得润(SZ002055)$ 这么大的量，谁在接啊，有点夸张","清朗的打新小赛道","2026-05-28 02:20:22","5430","2"
"391414192","002055","ST得润","$ST得润(SZ002055)$ 这里面有脏东西，操盘的喜欢t，我陪你","逻辑趋势长盈","2026-05-28 02:24:45","8417","5"
"391420323","002055","ST得润","$ST得润(SZ002055)$ 这个拍卖也就5.6左右，牛散正常30个点就跑，后面没实质性消息刺激就差不多了","韩国鸟叔","2026-05-28 02:37:42","4500","5"
"391420857","002055","ST得润","$ST得润(SZ002055)$ 今天st涨停潮，不得不说st闻泰带动板块效应逆天","简朴的金条小风车屋","2026-05-28 02:38:53","5009","1"
"391424101","002055","ST得润","$ST得润(SZ002055)$ 旺旺今天怎么样了？他把我拉黑了，我挺感兴趣他今天的表现的是又破防了大骂董秘，还是哭爹喊娘，又或者自我安慰给自己打鸡血？","坐井忘天","2026-05-28 02:45:52","25283","31"
"391424553","002055","ST得润","$ST得润(SZ002055)$ 得润，是要跑的意思吗？","金融消费者赢麻啦","2026-05-28 02:46:55","4873","0"
"391424969","002055","ST得润","$ST得润(SZ002055)$ 得润还是太热闹了","爽朗的致富小帽子","2026-05-28 02:47:52","5756","0"
"391429039","002055","ST得润","$ST得润(SZ002055)$ 砸的时候上千手的砸，买的时候几百手的买，辛苦了。","张扬1579","2026-05-28 02:56:38","4451","0"
"391432308","002055","ST得润","$ST得润(SZ002055)$ 低位买回来一点，子弹充足，等待缩量再加","修心谨言wy","2026-05-28 03:04:02","5158","0"
"391433823","002055","ST得润","$ST得润(SZ002055)$ 前几天几个涨停板 没走这两天博弈太厉害了，给自己加点油，坚持住","时间见证价值","2026-05-28 03:07:29","7794","1"
"391433992","002055","ST得润","$ST得润(SZ002055)$ 连续两个天地板","沧桑战神追随者","2026-05-28 03:07:54","4627","0"
"391439022","002055","ST得润","$ST得润(SZ002055)$ 如果游资大佬没走，他肯定做T，不然没利润，砸盘的或许是机构跟量化","清朗的打新小赛道","2026-05-28 03:20:05","5549","4"
"391440535","002055","ST得润","$ST得润(SZ002055)$不吹 就是搬运个图，其余大家自行判断。耐心等待，⛽加油","八十万韭菜总教头","2026-05-28 03:23:47","11840","4"
"391440918","002055","ST得润","ST“垃圾”里翻科技。 $ST东尼(SH603595)$ $ST得润(SZ002055)$ 双雄之争，目前看小妮子是真龙。","ST彭于晏","2026-05-28 03:24:44","7855","2"
"391441709","002055","ST得润","$ST得润(SZ002055)$ 如果能在跌停附近磨一天，绝对要走好多人，这个量出货是肯定有出货或做T，就看后续有没有资金接的上，今天st不差，就像楼下说的，事出反常必有妖，启动前几天也这样，别人蹭蹭涨，他逆势跌，散户多，持股体验是真的差，不过还没亏钱","股海博弈投","2026-05-28 03:26:48","11286","9"
"391441867","002055","ST得润","$ST得润(SZ002055)$ 这个位置应该没什么风险，离底部没多少，回到10以上应该也是大概率的事情","A老中医","2026-05-28 03:27:14","8577","0"
"391442578","002055","ST得润","$ST得润(SZ002055)$ 小仓位放着，放到明年","清朗的打新小赛道","2026-05-28 03:29:01","6741","0"
"391445787","002055","ST得润","$ST得润(SZ002055)$ 有在鹤山附近的朋友吗？我了解到鹤山得润目前的活忙得做不过来，所以员工都是 12 个小时，每天两班倒的。方便的朋友可以去现场，白天和晚上都拍拍照，和工人聊聊天，确认一下这个细节。","黑马挖掘机2024","2026-05-28 03:37:50","39665","22"
"391445890","002055","ST得润","$ST得润(SZ002055)$ 早上低开才是完美的，红开无量封板，是真的恶心","爽朗的致富小帽子","2026-05-28 03:38:10","8443","0"
"391446391","002055","ST得润","强烈支持！有在鹤山的小伙伴去打听下$ST得润(SZ002055)$","Heisenberg_ST","2026-05-28 03:39:38","18347","4"
"391457140","002055","ST得润","$ST得润(SZ002055)$ 我来坦率地讲一下我对盘面的认知吧，昨天顶板的15万手被埋，今天竞价抢筹自救，多次封板被砸开，看量能，开盘15分钟同比昨天少了5000万，9:45到10:00主动买盘基本被耗光，股价一路下跌，但是量明显缩了很多看大盘，同样在早晨冲高后，无法站稳开始快速回落所以下午关键看四个位置如果今天收在7.50以上，尤其是接近均价线或重新站回分时中枢，那明天还有修复预期。这个形态说明上午砸开以后，资金没有彻底放弃，昨天被埋资金仍可能继续做盘面维护。如果今天收在7.35—7.45之间，这是比较尴尬的结果。说明全天完成了冲高回落，资金有自救，但力度不够。明天大概率还会继续分歧，早盘容易出现低开后反抽，或者冲高后继续被兑现。如果今天收在7.30以下，那就偏弱了。因为这意味着早盘竞价抢筹和多次封板都没有转化成有效承接，昨天顶板资金不仅没有解放，反而形成新的套牢压力。明天就要防低开杀情绪，尤其是如果集合竞价不能明显修复，短线资金会更谨慎。如果今天跌破并接近7.20低点收盘，明天压力会更大。因为这相当于把今天早盘自救盘全部否定，日线也会变成高位放量长上影后的继续分歧。","蠢蠢的ft","2026-05-28 04:25:42","17821","5"
"391460555","002055","ST得润","$ST得润(SZ002055)$ 今天尾盘有可能继续跌停","有无低估市场说的算","2026-05-28 04:44:14","7552","0"
"391463094","002055","ST得润","$ST得润(SZ002055)$ 主力多收点筹码，应对七月份改10厘米","清朗的打新小赛道","2026-05-28 04:59:13","5804","0"
"391466739","002055","ST得润","$ST得润(SZ002055)$ 还是5个点安全点，出去搞不好是10个多个点的大绿棒子了","山古之人","2026-05-28 05:12:00","9503","0"
"391468127","002055","ST得润","$ST得润(SZ002055)$ 中报5000加5000 1个亿左右利润","退市中国姬松高中","2026-05-28 05:16:04","10855","0"
"391472731","002055","ST得润","$ST得润(SZ002055)$ 东尼这个走势太稳了","晒太阳1234","2026-05-28 05:29:34","5261","0"
"391476807","002055","ST得润","$ST得润(SZ002055)$ 下午缩量厉害，几手几手成交，多空都杀累了吗？","修心谨言wy","2026-05-28 05:40:45","5341","0"
"391477402","002055","ST得润","$ST得润(SZ002055)$ 昨天小仓位追高了一把，割了，平时自己看都不看的票，以为涨的猛，结果追必埋。以后不这么莽撞了， 选股还得选自己熟悉的票，情绪炒股投机炒股，只不过是过往烟云，拿不住。","云阙寂风","2026-05-28 05:42:21","9888","0"
"391479293","002055","ST得润","$ST得润(SZ002055)$ 今年是保利润的一年，砍掉亏损，拥抱利润","清朗的打新小赛道","2026-05-28 05:47:37","5282","0"
"391481020","002055","ST得润","$ST得润(SZ002055)$ 完了 大盘起来了，他有事爹不疼，娘不爱的了","山古之人","2026-05-28 05:52:09","9883","0"
"391484393","002055","ST得润","$ST得润(SZ002055)$ 昨天天地。今天再来一遍？大起大落，妖风阵阵","勇者计划","2026-05-28 06:01:24","7523","0"
"391486608","002055","ST得润","$ST得润(SZ002055)$ 学习昨天尾盘跌停","波哈哈哈","2026-05-28 06:07:37","5939","0"
"391488844","002055","ST得润","$ST得润(SZ002055)$ 明明可以拉到20块再卖给我的，可是他7块多就卖给我了，我应该感谢才是","抄底的神经","2026-05-28 06:13:49","6109","0"
"391492565","002055","ST得润","$ST得润(SZ002055)$ 同样做联接器的电连技术和华丰科技今天都大涨了，看得润什么时候又来一波行情","修心谨言wy","2026-05-28 06:23:59","7935","8"
"391494922","002055","ST得润","$ST得润(SZ002055)$ 明天就把你出清，浪费时间","仓未佳措","2026-05-28 06:30:36","4017","1"
"391498540","002055","ST得润","$ST得润(SZ002055)$ 今天就这样了，撤单去买国债回购","修心谨言wy","2026-05-28 06:40:45","4509","0"
"391499789","002055","ST得润","$ST得润(SZ002055)$ 真的不该格局","啥时候能躺平","2026-05-28 06:44:15","3780","0"
"391501542","002055","ST得润","$ST得润(SZ002055)$昨天天地，今天又要是天地？ 真是要把人搞死","勇者计划","2026-05-28 06:49:25","6873","1"
"391502568","002055","ST得润","$ST得润(SZ002055)$ 太恶劣，强烈谴责","宇智bo卡卡西","2026-05-28 06:52:05","6845","1"
"391503899","002055","ST得润","$ST得润(SZ002055)$ 应该洗得差不多了","知行合一赚点米","2026-05-28 06:56:08","5989","0"
"391503968","002055","ST得润","$ST得润(SZ002055)$ 牛啊，两天天地，埋了多少人","股海博弈投","2026-05-28 06:56:20","10744","21"
"391504040","002055","ST得润","$ST得润(SZ002055)$ 散户的情绪已经崩盘了 回到6了吗","晒太阳1234","2026-05-28 06:56:34","3679","0"
"391504613","002055","ST得润","$ST得润(SZ002055)$ 两天成交了快20亿，卖公司了","绝境最后一舞","2026-05-28 06:58:23","4412","1"
"391504664","002055","ST得润","$ST得润(SZ002055)$ 兄弟们还好吗？看来我昨天走对了。","大V巴菲特","2026-05-28 06:58:32","3559","0"
"391505047","002055","ST得润","$ST得润(SZ002055)$ 连着两天天地，佩服佩服","偏爱高买低卖","2026-05-28 06:59:49","4023","0"
"391505732","002055","ST得润","$ST得润(SZ002055)$ 主力就是6，以后早盘拉涨停，估计没有几个敢跟了","修心谨言wy","2026-05-28 07:01:47","4356","0"
"391506142","002055","ST得润","$ST得润(SZ002055)$ 昨天8.3全卖了，今天接回三分之一仓位","有无低估市场说的算","2026-05-28 07:02:43","5395","3"
"391506229","002055","ST得润","$ST得润(SZ002055)$ 是洗盘还是诱多？两天天地，线都是资金画出来的，在st这种线我还是第一次见，懵了","勇者计划","2026-05-28 07:02:56","7007","2"
"391506695","002055","ST得润","$ST得润(SZ002055)$ 妥妥的杀猪盘，早盘拉涨停吸引散风跟风买入，收盘杀跌停，这是要杀人诛心，赶尽杀绝，主力妥妥的坏蛋","修心谨言wy","2026-05-28 07:04:05","5234","0"
"391508907","002055","ST得润","$ST得润(SZ002055)$ 明天还是填地，吓人不","老王要搞事","2026-05-28 07:10:26","4333","0"
"391509794","002055","ST得润","$ST得润(SZ002055)$ 有大牛趋势股的味道了，洗的越狠，说明越有东西","牛股引力","2026-05-28 07:13:08","6600","3"
"391510545","002055","ST得润","$ST得润(SZ002055)$ 希望明天收盘跌2%，然后明晚来个异动公告，看董秘怎么回复","修心谨言wy","2026-05-28 07:15:37","7972","0"
"391510783","002055","ST得润","$ST得润(SZ002055)$ 掐指一算，还没到时候","股海修仙练气中","2026-05-28 07:16:26","7068","0"
"391511301","002055","ST得润","$ST得润(SZ002055)$又是大面，不说了，都是泪呀。我耐心等了，加油⛽","八十万韭菜总教头","2026-05-28 07:18:12","11177","10"
"391511897","002055","ST得润","5月28日，ST得润（002055.SZ）盘中上演“天地板”。5月27日，ST得润同样盘中“天地板”。两日成交额合计超17亿元。5月26日，ST得润发布公告称，公司未与英伟达、华为开展业务合作；同时，公司目前的高速传输连接器产品主要应用于计算机及外围设备领域，在服务器等新兴领域的应用尚在拓展当中，服务器等新兴领域的业务营收占公司整体营收占比极低，不到1%，预估短期内对公司整体经营业绩贡献有限，未来订单获取及业务发展存在不确定性。公司控股股东及实际控制人未发生变化，没有筹划实际控制人变更事项。","财闻","2026-05-28 07:20:10","7056","0"
"391512315","002055","ST得润","$ST得润(SZ002055)$ 亏麻了，吃了两个天地板，今天新st反弹对高位抽血不应该加仓的，有点影响心态了，安慰自己频繁交易总会遇到这种离谱的事。","发财大夏","2026-05-28 07:21:34","9274","2"
"391513069","002055","ST得润","$ST得润(SZ002055)$ 这票许多老师安全垫厚的咧！是个宝藏票！","NORTH-SKY","2026-05-28 07:24:07","4901","2"
"391513863","002055","ST得润","$ST得润(SZ002055)$ 这主力玩心态啊，明天低开还是大把人冲进来。明天高开好多人该犹豫了。感觉像玩谍战剧，有点那味了","股海博弈投","2026-05-28 07:26:54","21086","42"
"391514257","002055","ST得润","$ST得润(SZ002055)$ 太垃圾了，这样玩，真nm垃圾！！！不退市也难！！","端正的财经小礼貌","2026-05-28 07:28:31","7285","2"
"391515506","002055","ST得润","$ST得润(SZ002055)$ 买这个票，你要学会跟主力斗智斗狠，你永远不知道他明天会怎样操作","修心谨言wy","2026-05-28 07:32:42","10535","1"
"391515525","002055","ST得润","$ST得润(SZ002055)$ 这个股性不行，好好的一直票，非得恶心人","微笑曲线Q","2026-05-28 07:32:49","5791","1"
"391518625","002055","ST得润","$ST得润(SZ002055)$ 连续两天天地板，接近绝望了，我看了两天应该差不多到位了，明天可以捞点看看","午后西冷茶","2026-05-28 07:44:42","9949","9"
"391526701","002055","ST得润","$ST得润(SZ002055)$ 你们短线的该走就走吧，垃圾股，股性太差了，我们长线配他熬，就当没赚","股海博弈投","2026-05-28 08:18:24","13678","10"
