post_id,user_id,author,created_at,title,text,reply_count,like_count,retweet_count,view_count,symbol,stock_name,source,url,truncated,fav_count,crawl_time
374065988,6990079522,努力不做韭菜88,2026-01-30 09:44:29,,$ST诺泰(SH688076)$ 没看明白，四季度还亏钱？,0,4,0,12305,SH688076,ST诺泰,Android,https://xueqiu.com/6990079522/374065988,0,0,2026-07-08 16:24:04
374066652,7209720541,坚持最为难能可贵,2026-01-30 09:47:52,,$ST诺泰(SH688076)$ 天雷滚滚，早都说了，走势说明一切。恭喜留下的股民，听大v的这波要死无全尸了，哈哈,0,2,0,3737,SH688076,ST诺泰,Android,https://xueqiu.com/7209720541/374066652,0,0,2026-07-08 16:24:04
374067328,6245095476,马四里,2026-01-30 09:50:44,,$ST诺泰(SH688076)$ 这周是给有关系的人留时间跑路吗？一家企业可以赔钱，但是做到这么操蛋还是第一次碰上。果然造假的公司，骨子里都是坏的,0,4,0,9385,SH688076,ST诺泰,Android,https://xueqiu.com/6245095476/374067328,0,0,2026-07-08 16:24:04
374068411,1588866411,高兴和多多,2026-01-30 09:56:23,,$ST诺泰(SH688076)$ 就说在不企稳要多杀多了，一群喊空的出来了,0,4,0,4884,SH688076,ST诺泰,iPhone,https://xueqiu.com/1588866411/374068411,0,0,2026-07-08 16:24:04
374068688,8491286481,聚焦质变,2026-01-30 09:57:58,,$ST诺泰(SH688076)$ 去年踩了一次业绩雷，今年吃一堑长一智，看你年报靠后，没敢拿，果然。。。,2,8,0,16287,SH688076,ST诺泰,Android,https://xueqiu.com/8491286481/374068688,0,0,2026-07-08 16:24:04
374068969,6245095476,马四里,2026-01-30 09:59:19,,$ST诺泰(SH688076)$ 按照原来的业绩规律，诺泰的客户应该是3个季度集中补一次库存，25年四季度正好应该是补库存的时候，但是业绩却是负的，这就说明，减肥药产业链被巨头挤压，没有进入巨头产业链的供应商，基本被边缘化了。诺泰的好日子到头了，建的厂子也用不起来。不用说净利润，按照其他制剂的营收，25年四季度原料药的营收同比应该也可能是负增长，更别提环比。,8,4,0,14481,SH688076,ST诺泰,Android,https://xueqiu.com/6245095476/374068969,0,0,2026-07-08 16:24:04
374069072,7450889099,健康LOVE快乐,2026-01-30 09:59:55,,$*ST大晟(SH600892)$ $ST诺泰(SH688076)$ $*ST建艺(SZ002789)$1月最后一周吐回去全月盈利，还倒亏点。大晟，建艺，都成为历史了，预期是资产重组。哎，诺泰失策，主要亏，解套要等段时间了。,0,1,0,17402,SH688076,ST诺泰,Android,https://xueqiu.com/7450889099/374069072,0,0,2026-07-08 16:24:04
374072404,6245095476,马四里,2026-01-30 10:17:21,,$ST诺泰(SH688076)$ 周一大概率会有10个点，都心里有个数吧，看是扛着，还是准备着急跑,5,4,0,10545,SH688076,ST诺泰,Android,https://xueqiu.com/6245095476/374072404,0,0,2026-07-08 16:24:02
374072919,7998728879,千亿诺泰,2026-01-30 10:20:13,,$ST诺泰(SH688076)$ 四季度营收没有出现下降，但是净利润为负，按照公司以往的高于平均的毛利水平来说主营业务应该没问题，主要还是来源于资产减值计提，计提这个有很多文章可以做，还是需要结合年报来看。同时，三季报预告就玩过文字游戏，当时预告显示业绩一般，三季报发布后却意外的还可以，不排除这次是故技重施。看好26年的诺泰，司美到期叠加摘帽，祝大家26年发财！,9,10,0,11080,SH688076,ST诺泰,iPhone,https://xueqiu.com/7998728879/374072919,0,0,2026-07-08 16:24:02
374073315,4202117770,短中长线卧倒选手,2026-01-30 10:22:36,,$ST诺泰(SH688076)$ 业绩垃圾归垃圾，一些货色也不看看最近跌了多少，114e对于一个年赚3.5e的还在扩产的企业贵么，还周一开盘就十个点，卖了就各自安好呗，少搁这发癫🤪简单来讲，这份业绩预报除了营收和利润外啥都没说，我认为主要问题不在罚款，在那个计提减值。既然营收没问题，同行利润也过得去，那是诺泰做好心人，同行赚钱卖它亏钱卖？,6,4,0,13257,SH688076,ST诺泰,iPhone,https://xueqiu.com/4202117770/374073315,0,0,2026-07-08 16:24:02
374073684,4510011300,周线笑眯眯,2026-01-30 10:24:54,,$ST诺泰(SH688076)$ 好好，只要不造假就好,0,2,0,5399,SH688076,ST诺泰,Android,https://xueqiu.com/4510011300/374073684,0,0,2026-07-08 16:24:02
374073972,6918103439,别跌了行不,2026-01-30 10:26:29,,$ST诺泰(SH688076)$ 良言相劝，周一挂跌停出吧，接下来业绩只会越来越差。从之前投产延后都说明问题了，现在是原料药堆积，产能过剩，之后只会越来越差。,10,4,0,14668,SH688076,ST诺泰,Android,https://xueqiu.com/6918103439/374073972,0,0,2026-07-08 16:24:02
374074731,4642157440,每日经济新闻,2026-01-30 10:30:54,ST诺泰：预计2025年年度净利润为3.1亿元到4.2亿元,每经AI快讯，ST诺泰1月30日晚间发布业绩预告，预计2025年年度实现归属于母公司所有者的净利润为3.1亿元到4.2亿元。业绩变动主要原因是，报告期内，公司整体销售收入增长，但受行业价格波动影响及公司固定成本增加，导致公司毛利率水平同比有所下降。报告期内，公司根据《企业会计准则》等有关要求，对相关资产进行减值测试后，对部分资产计提减值准备，对公司本期业绩产生影响。 每经头条（nbdtoutiao）——核电建设热潮下，设备厂忙到“飞起”！订单已排至2028年，员工三班倒，产线24小时不停 （记者 张明双） 免责声明：本文内容与数据仅供参考，不构成投资建议，使用前请核实。据此操作，风险自担。 每日经济新闻,0,7,0,9442,SH688076,ST诺泰,雪球,https://xueqiu.com/4642157440/374074731,0,0,2026-07-08 16:24:02
374079377,8693995907,KBOSSjc,2026-01-30 10:59:24,,$ST诺泰(SH688076)$ 不错不错，下周有机会就要加仓了。,0,6,0,7335,SH688076,ST诺泰,雪球,https://xueqiu.com/8693995907/374079377,0,0,2026-07-08 16:24:02
374084700,7801997248,三道河的阿白,2026-01-30 11:29:02,,$ST诺泰(SH688076)$ 按业绩预告，营收增长，利润率由于竞争激烈，略有下滑，没有爆雷，下周一看涨！,0,3,0,14869,SH688076,ST诺泰,雪球,https://xueqiu.com/7801997248/374084700,0,0,2026-07-08 16:24:02
374086540,1909861997,半块哈密瓜的皮,2026-01-30 11:41:54,,$ST诺泰(SH688076)$ 计提减值不是很懂，哪位大神解读一下,3,2,0,5435,SH688076,ST诺泰,雪球,https://xueqiu.com/1909861997/374086540,0,0,2026-07-08 16:24:02
374093189,7998728879,千亿诺泰,2026-01-30 12:26:48,,$ST诺泰(SH688076)$ 猜测：计提减值的是存货，诺泰三季报中存在大量存货，业绩解释中表明是待生产的原料，以销定产模式下未来这些存货是会转化成收入的，后续看年报验证,0,5,0,8543,SH688076,ST诺泰,iPhone,https://xueqiu.com/7998728879/374093189,0,0,2026-07-08 16:24:02
374095602,5469125719,嘟嘟的老爸tsh,2026-01-30 12:42:14,,$ST诺泰(SH688076)$ 那个去年两次点评诺泰低估、号称它是全市场医药第一低估的医学百事通，不吭声了，四季度问他，不回答了。雪球有些人，以为自己很懂，开口闭口专业术语、行业格局门儿清，其实也就一散户水平。,0,3,0,7737,SH688076,ST诺泰,雪球,https://xueqiu.com/5469125719/374095602,0,0,2026-07-08 16:24:02
374096272,6245095476,马四里,2026-01-30 12:46:27,,$ST诺泰(SH688076)$ 做一下确定性分析。年营收19.5个亿，同比20%，四季度营收4.3比三季度4.789，环比较少12%。扣非净利润3.95亿，市盈率28.86倍。比上年4.078亿同比减少。这些数据要是放在熊市，还得掉1/3。别管什么计提，营业额实打实的减少，就是企业运营出现了问题。营收是一切的基础，比如信贷。当然也有好消息，好消息就是a股对垃圾股有莫名其妙的想象力，恭喜诺泰从成长价值成为垃圾股。,4,2,0,14169,SH688076,ST诺泰,Android,https://xueqiu.com/6245095476/374096272,0,0,2026-07-08 16:24:02
374097624,4202117770,短中长线卧倒选手,2026-01-30 12:54:56,,去年四季度营收3.7e不说了是么，还营业额实打实减少，说了，卖了就卖了，有点格局，别一副输不起的样子，真够丢人的$ST诺泰(SH688076)$抛开所有的计提不谈是吧，市盈率28是垃圾股是吧，你这种亏货就适合买茅台和中国银行，仅仅因为自己亏过就对个一百多亿在扩产的公司片面解读，还美名其曰“确定性分析”。在我看来，你和你的言论中唯一确定的就是你大幅亏损后卖出，是一个输不起的亏货,3,3,0,10046,SH688076,ST诺泰,iPhone,https://xueqiu.com/4202117770/374097624,0,0,2026-07-08 16:24:02
374098385,4202117770,短中长线卧倒选手,2026-01-30 12:59:56,,回复@短中长线卧倒选手: 所有的逻辑都是瞎扯淡，通过一份模糊的业绩预报（利润上下浮动1e，占最低预测利润的33%）就能推断出牛市里跌了这么久的，动态pe28的公司周一继续下跌10个点，这就是你所谓的“客观”是吧？作为持仓者，我鄙视无脑唱多，业绩也确实不如我所愿，但你这种卖出后带着情绪唱空的亏货也跟无脑唱多的没差多少$ST诺泰(SH688076)$//@短中长线卧倒选手:回复@马四里:去年四季度营收3.7e不说了是么，还营业额实打实减少，说了，卖了就卖了，有点格局，别一副输不起的样子，真够丢人的$ST诺泰(SH688076)$抛开所有的计提不谈是吧，市盈率28是垃圾股是吧，你这种亏货就适合买茅台和中国银行，仅仅因为自己亏过就对个一百多亿在扩产的公司片面解读，还美名其曰“确定性分析”。在我看来，你和你的言论中唯一确定的就是你大幅亏损后卖出，是一个输不起的亏货,0,3,0,9985,SH688076,ST诺泰,iPhone,https://xueqiu.com/4202117770/374098385,0,0,2026-07-08 16:24:02
374108760,1812583476,GHOSTFACEEE,2026-01-30 13:58:27,,$ST诺泰(SH688076)$ 这个业绩只能算中性，目前的估值也不便宜。前期一直跌怀疑有资金提前知道了一部分信息。,0,3,0,7182,SH688076,ST诺泰,雪球,https://xueqiu.com/1812583476/374108760,0,0,2026-07-08 16:24:02
374113177,6998822874,冯斯特洛夫斯基,2026-01-30 14:28:37,,$ST诺泰(SH688076)$ 这份业绩预告是空头最后宣泄的理由，日线五连阴，月线已经收了六连阴（人为打压迹象明显），还能跌哪去？不看好的赶紧斩仓出局，我是一股不卖，再往下跌机会远大于风险。周一见！！,4,4,0,11322,SH688076,ST诺泰,Android,https://xueqiu.com/6998822874/374113177,0,0,2026-07-08 16:24:02
374116709,8247993686,八十万韭菜总教头,2026-01-30 14:44:47,,$ST诺泰(SH688076)$业绩不符合我的预期的。所以，再牛逼的逻辑，再牛逼的长坡厚雪，走势会反应的，当然它反应的至少是一段时期，看你持股周期咋样了。其他的不想评价了，真是脑壳痛，以后也要注意一下这种非典型st了，毕竟它其实就是个白马业绩股。而我本就不太擅长这种。,5,13,0,36656,SH688076,ST诺泰,Android,https://xueqiu.com/8247993686/374116709,0,1,2026-07-08 16:24:02
374117050,6376657720,肽藻粉,2026-01-30 14:46:41,,$ST诺泰(SH688076)$ 总收入19-20亿，净利润3.4-4.5亿，是不是可以理解收入19亿3.4亿利润，收入20亿4.5亿利润，多收入1亿利润多增加1.1亿利润,0,2,0,21317,SH688076,ST诺泰,Android,https://xueqiu.com/6376657720/374117050,0,0,2026-07-08 16:24:02
374121379,7588632663,攀爬路,2026-01-30 15:16:23,,$ST诺泰(SH688076)$ 资产减值计提为五千万加四季度利润。求计提值和 除去计提和罚款三千万四季度利润直接发利润，不发同比增减了，年利润同比-23.3至3.8%,0,4,0,12730,SH688076,ST诺泰,Android,https://xueqiu.com/7588632663/374121379,0,0,2026-07-08 16:24:02
374124970,2602366341,超人出击,2026-01-30 15:48:35,,$ST诺泰(SH688076)$ 估计利拉鲁肽和磷酸奥司他韦的库存计提了不少。销售跟不上产能扩张。去年市场上流感药上新了好几款，奥司他韦不香了。1亿美元中间体的订单下半年出货少，司美专利还没到期，货还在仓库，四季度营收估计不太好看的。总之还是低于预期了。被定性造假并处罚对口碑声誉的影响肯定是有的，普通消费者可不管你做了什么导致的，只看结果，一个假字，杀伤力大大的。,3,9,0,21774,SH688076,ST诺泰,Android,https://xueqiu.com/2602366341/374124970,0,0,2026-07-08 16:24:00
374170987,5536931131,一年赚10个点的男人,2026-01-31 03:46:10,,大账户买了百来手，卖是不可能卖的，你要是真能再砸个10%，那就接着调资金买$ST诺泰(SH688076)$,0,7,0,19887,SH688076,ST诺泰,雪球,https://xueqiu.com/5536931131/374170987,0,0,2026-07-08 16:24:00
374175906,6272575192,x198921,2026-01-31 04:41:58,,$ST诺泰(SH688076)$ 100亿以下还是挺香的,0,6,0,10989,SH688076,ST诺泰,Android,https://xueqiu.com/6272575192/374175906,0,0,2026-07-08 16:24:00
374186150,5281258486,望江望海不忘水,2026-01-31 06:54:54,,$ST诺泰(SH688076)$ 请教一下各位大佬，公司一年的计提是可以全部在第四季度处理吗？,3,3,0,13565,SH688076,ST诺泰,Android,https://xueqiu.com/5281258486/374186150,0,0,2026-07-08 16:24:00
374186686,1968252884,策略策略,2026-01-31 07:02:12,,$湖南黄金(SZ002155)$ $ST诺泰(SH688076)$ 惨啊。 价位高了都是风险，价位低了都是机会。诺泰生物，湖南黄金。,0,2,0,11647,SH688076,ST诺泰,Android,https://xueqiu.com/1968252884/374186686,0,0,2026-07-08 16:24:00
374193883,1968252884,策略策略,2026-01-31 08:35:30,,回复@我真的不会做T: $ST诺泰(SH688076)$ 没关系，我可以错很多次，只要最终对一次就OK了。我要求不高吧。//@我真的不会做T:回复@我真的不会做T:你挺执着的，一年多了，你没预测对过。。,0,4,0,12124,SH688076,ST诺泰,Android,https://xueqiu.com/1968252884/374193883,0,0,2026-07-08 16:24:00
374198958,9274729217,萤火之约,2026-01-31 09:41:10,,$ST诺泰(SH688076)$ 低开多就买回来，所有利空都已经出尽，接下来不会有更差的消息了。虽然说大涨一波大概率没戏，但是年前的科技股估计也未必会有很好的行情吧～34.5左右开就是极具性价比的位置。,8,6,0,19002,SH688076,ST诺泰,iPhone,https://xueqiu.com/9274729217/374198958,0,0,2026-07-08 16:24:00
374238871,5582810816,leoleo99,2026-02-01 02:05:06,,$ST诺泰(SH688076)$ 对比其他取消ST股，基本上2026.12月附近有高点，601车间产能2025年1季度的情况来推算602车间2026年1季度产能，2026年1季度2亿利润的话，这个高点应该在百元附近，602车间主要生产司美注射液，司美注射液注定会放量，就看哪家的业绩好， 一句话，业绩为王！！！ 以上内容仅供参考，不构成任何投资建议，投资有风险，需谨慎决策,0,3,0,22832,SH688076,ST诺泰,雪球,https://xueqiu.com/5582810816/374238871,0,0,2026-07-08 16:24:00
374241710,8347368287,听风漫步,2026-02-01 02:41:08,,$ST诺泰(SH688076)$利空出尽了，研发驱动未来持续向好诺泰生物发布2025年业绩预告，四季度利润下滑了。主要是由于受行业价格波动、固定成本增加导致的毛利率下降，以及对部分资产计提减值准备等一次性因素影响。此次业绩调整可视为&#34;利空出尽&#34;。公司营收保持稳健增长，核心多肽原料药业务需求依然强劲。更重要的是，公司正加速向研发驱动转型：自主研发的司美格鲁肽片临床试验申请已获受理，标志着口服多肽递送技术平台取得突破；吨级寡核苷酸商业化生产车间将形成新的增长曲线。期待2026年迎来更大的成长空间，希望马到成功吧！,3,7,0,18544,SH688076,ST诺泰,Android,https://xueqiu.com/8347368287/374241710,0,0,2026-07-08 16:24:00
374267406,1029425262,有恩的涨停宗师,2026-02-01 08:54:16,,"$ST诺泰(SH688076)$ 看了25年的年报预告，谈点看法。其中关于25年财务数据的部分算是中性的猜测，但大概率是对的。关于26年的展望部分，是基于现有财务数据逻辑推导，决非凭空预测。1，说到25年的利润，先普及一下财务知识：资产减值（除了个别特殊突发情况）与商誉减值都是进入经常性损益的。所以预告里扣非净利润是扣减了资产减值的。扣除资产减值之前的四季度的经营利润大约多少呢？可以估算一下：1，2，3季度的毛利率分别是70 ，68 ，66，一般来说单季度的毛利率不会断崖式下跌的，那么我们按60%算吧，营收大约4亿，假设费用与三季度持平，净利润大约60,00万，即使费用比3季度多一些，净利也有小几千万，算3000万吧。按照预告的中值3.95亿，可以推出资产减值大约在8000万至1.1亿之间。资产减值的项目是哪些呢，主要项目不会是存货，看财务报表里每个季度都有存货减值，4季度多减一点倒有可能，不可能一次性减那么多。猜测主要项目是应收账款，可能收回可能收不回的就先减了再说，另外一个更便于操作的是，新产能建起来之后旧的产线评估值低了自然就能减值了，但其实如果生产需要还是可以用的，完全没有任何损失。至于罚款，按规则肯定计入了25年的非经常性损益，也必须计入，除非他们还想和证监会继续打官司。前三季有非经常性收益7,00万左右，猜测四季度可能还有个1000万左右的非经常性收入，扣除罚款4700万，年度非经常性损益3000万。综上所述，25年如果不计资产减值的话，扣非净利润应该是4.8至5.1万之间，换句话说，如果不财务洗澡的话，扣非净利润应该增长20%以上。2，展望一下26年，营业收入继续增长肯定没有问题，三季报发布后我发过一个帖子谈从存货推导未来一年左右的销售收入，注意是推导不是预测，关于存货又要普及一下，存货里并不都是产成品，也包括原材料、半成品、在制品。产成品也并不都在都压在仓库里，很多已经发往了客户，但多肽原料药的验收周期很长，在验收完成之前没有确认收入都计入存货。担心存货压在仓库里卖不出去，完全是多余的。从半年报可以看到增长的存货里原材料增长速度最快。这种以销定产的企业原材料的增加意味着新订单的增加，存货的增加意味着未来一年销售额的增加。猜测他们胡乱备货或者胡乱扩建产能是没有必要的。虽然现在是职业经理人在经营，但实控人是私人老板，钱不会乱花的。既然营业收入会继续增加，那么费用端呢，首先新产能的建设基本都已经转固（除了延迟的那个），固定资产折旧不会再大幅增加了，生产端的人员也基本到位了，随着产能爬坡，这些都是提升毛利率的积极因素，原料药的价格经过几轮下跌，现在处于低位横盘期，短时间很难再次大幅下跌，因为很多新增产能都还是在规划建设阶段。这样毛利率即使下跌的空间也不会太大。（其实毛利率不能看季度环比的，24年四季度从68%降到62%，25年一季度又回到了70%。）管理费用与销售费用即使有增长也不会超过销售收入的增长，研发费用不好说。总体来看，只要销售收入增长，净利润应该也是会同步增长的。叠加一些其他因素，比如司美格鲁肽专利到期，仿制药的商业化阶段总是比注册阶段用量要大的，如果能爆发，那就是彩蛋了。即使不能爆发稳定增长是没问题的。另外再问一下为什么要这样地大洗澡呢？有理由猜测是为了26年的净利润增长率。提高26年净利润增长率的目的又是什么呢？哈哈。公司23年搞了一个股权激励计划，是以营业收入作为考核条件的，23、24、25年三期已经达成。后面呢？",6,24,1,41224,SH688076,ST诺泰,iPhone,https://xueqiu.com/1029425262/374267406,0,5,2026-07-08 16:24:00
374269823,1029425262,有恩的涨停宗师,2026-02-01 09:25:23,,$ST诺泰(SH688076)$ 问一下为什么要这样地大洗澡呢？有理由猜测是为了26年的净利润增长率。提高26年净利润增长率的目的又是什么呢？哈哈。公司23年搞了一个股权激励计划，是以营业收入作为考核条件的，23、24、25年三期已经完成。后面呢？,0,10,0,22633,SH688076,ST诺泰,iPhone,https://xueqiu.com/1029425262/374269823,0,1,2026-07-08 16:24:00
374284371,4308113781,黄牛_金牛,2026-02-01 12:30:09,,$ST诺泰(SH688076)$ 说点乐观的，所有的利空都在2025年出尽，罚款，减值，毛利下降，包括股价的下跌等等等等，就为了2026年的爆发。相信它否极泰来吧！2026年是国内司美格鲁肽仿制药的爆发之年。,3,16,0,20224,SH688076,ST诺泰,雪球,https://xueqiu.com/4308113781/374284371,0,1,2026-07-08 16:24:00
374310452,1593246071,何福安,2026-02-01 23:54:21,,$ST诺泰(SH688076)$谁知道诺泰的司美格鲁肽仿制药，现在进度到哪儿了，啥时候能3期结束,0,6,0,10957,SH688076,ST诺泰,Android,https://xueqiu.com/1593246071/374310452,0,0,2026-07-08 16:24:00
374320986,4721145458,给我一把大宝剑,2026-02-02 01:24:19,,$ST诺泰(SH688076)$ 还行，四平八稳的,0,4,0,12783,SH688076,ST诺泰,Android,https://xueqiu.com/4721145458/374320986,0,0,2026-07-08 16:24:00
374328670,2183105356,令狐冲0811,2026-02-02 01:43:30,,$ST诺泰(SH688076)$ 纯粹放屁，有的大v卖着票，别人对票有问题，问就说人家问的比较菜，不想回答，嘲笑一番，有买家再问就拉黑，还嘲笑人家，大家忍受你的阴阳怪气，只要能挣钱，还说票是长线，要长期拿，拿了七个多月了，还亏二十个点，如果拿十年回本，有什么意义，草，钱你挣了，有本事别拉黑。,29,16,0,32532,SH688076,ST诺泰,Android,https://xueqiu.com/2183105356/374328670,0,0,2026-07-08 16:24:00
